"Código.Departamento","Código.Municipio","Código.Centro.Poblado","Nombre.Departamento","Nombre.Municipio","Nombre.Centro.Poblado","Tipo.Centro.Poblado","Tipo.de.Municipio","X.","Distrito","Area.Metropolitana"
"41","41807","41807010","HUILA","TIMANA","AGUAS CLARAS","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"41","41807","41807011","HUILA","TIMANA","ALTO NARANJAL","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"41","41807","41807012","HUILA","TIMANA","CASCAJAL","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"41","41807","41807013","HUILA","TIMANA","PANTANOS","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"41","41807","41807014","HUILA","TIMANA","SANTA BARBARA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"41","41872","41872000","HUILA","VILLAVIEJA","VILLAVIEJA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"41","41872","41872001","HUILA","VILLAVIEJA","POTOSÍ","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"41","41872","41872002","HUILA","VILLAVIEJA","SAN ALFONSO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"41","41872","41872003","HUILA","VILLAVIEJA","HATO NUEVO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"41","41872","41872004","HUILA","VILLAVIEJA","POLONIA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"41","41872","41872005","HUILA","VILLAVIEJA","LA VICTORIA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"41","41872","41872006","HUILA","VILLAVIEJA","GOLONDRINAS","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"41","41872","41872007","HUILA","VILLAVIEJA","DOCHE","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"41","41885","41885000","HUILA","YAGUARA","YAGUARÁ","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44001","44001000","LA GUAJIRA","RIOHACHA","RIOHACHA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44001","44001001","LA GUAJIRA","RIOHACHA","ARROYO ARENA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001002","LA GUAJIRA","RIOHACHA","BARBACOA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001003","LA GUAJIRA","RIOHACHA","CAMARONES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001004","LA GUAJIRA","RIOHACHA","CASCAJALITO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001005","LA GUAJIRA","RIOHACHA","COTOPRIX","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001008","LA GUAJIRA","RIOHACHA","GALÁN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001011","LA GUAJIRA","RIOHACHA","MATITAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001012","LA GUAJIRA","RIOHACHA","MONGUÍ","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001016","LA GUAJIRA","RIOHACHA","TOMARRAZÓN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001017","LA GUAJIRA","RIOHACHA","VILLA MARTÍN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001018","LA GUAJIRA","RIOHACHA","LAS PALMAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001020","LA GUAJIRA","RIOHACHA","CHOLES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001021","LA GUAJIRA","RIOHACHA","COMEJENES","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001022","LA GUAJIRA","RIOHACHA","EL ABRA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001024","LA GUAJIRA","RIOHACHA","LOS MORENEROS","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001025","LA GUAJIRA","RIOHACHA","PELECHUA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001026","LA GUAJIRA","RIOHACHA","PERICO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001027","LA GUAJIRA","RIOHACHA","TIGRERA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001028","LA GUAJIRA","RIOHACHA","ANAIME","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001029","LA GUAJIRA","RIOHACHA","BOCA DE CAMARONES","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001031","LA GUAJIRA","RIOHACHA","CERRILLO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001033","LA GUAJIRA","RIOHACHA","EBANAL","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001034","LA GUAJIRA","RIOHACHA","GUADUALITO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001035","LA GUAJIRA","RIOHACHA","JUAN Y MEDIO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44001","44001036","LA GUAJIRA","RIOHACHA","LA ARENA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44001","44001040","LA GUAJIRA","RIOHACHA","PUENTE BOMBA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44035","44035000","LA GUAJIRA","ALBANIA","ALBANIA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44035","44035001","LA GUAJIRA","ALBANIA","CUESTECITAS","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44035","44035002","LA GUAJIRA","ALBANIA","HUAREUAREN","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44035","44035003","LA GUAJIRA","ALBANIA","LOS REMEDIOS","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44078","44078000","LA GUAJIRA","BARRANCAS","BARRANCAS","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44078","44078001","LA GUAJIRA","BARRANCAS","CARRETALITO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44078","44078003","LA GUAJIRA","BARRANCAS","LAGUNITA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44078","44078005","LA GUAJIRA","BARRANCAS","OREGANAL VIEJO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44078","44078006","LA GUAJIRA","BARRANCAS","PAPAYAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44078","44078007","LA GUAJIRA","BARRANCAS","ROCHE","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44078","44078008","LA GUAJIRA","BARRANCAS","SAN PEDRO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44078","44078009","LA GUAJIRA","BARRANCAS","GUAYACANAL","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44078","44078010","LA GUAJIRA","BARRANCAS","GUACAMAYAL","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44078","44078011","LA GUAJIRA","BARRANCAS","POZO HONDO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44078","44078014","LA GUAJIRA","BARRANCAS","PATILLA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44078","44078015","LA GUAJIRA","BARRANCAS","CHANCLETA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44078","44078016","LA GUAJIRA","BARRANCAS","LAS CASITAS","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44090","44090000","LA GUAJIRA","DIBULLA","DIBULLA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44090","44090001","LA GUAJIRA","DIBULLA","LA PUNTA DE LOS REMEDIOS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44090","44090002","LA GUAJIRA","DIBULLA","LAS FLORES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44090","44090003","LA GUAJIRA","DIBULLA","MINGUEO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44090","44090004","LA GUAJIRA","DIBULLA","PALOMINO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44090","44090005","LA GUAJIRA","DIBULLA","CAMPANA NUEVO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44090","44090006","LA GUAJIRA","DIBULLA","RÍO ANCHO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44098","44098000","LA GUAJIRA","DISTRACCION","DISTRACCIÓN","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44098","44098001","LA GUAJIRA","DISTRACCION","BUENAVISTA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44098","44098002","LA GUAJIRA","DISTRACCION","CHORRERAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44098","44098005","LA GUAJIRA","DISTRACCION","LA DUDA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44098","44098008","LA GUAJIRA","DISTRACCION","LOS HORNITOS","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44098","44098011","LA GUAJIRA","DISTRACCION","POTRERITO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44110","44110000","LA GUAJIRA","EL MOLINO","EL MOLINO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44279","44279000","LA GUAJIRA","FONSECA","FONSECA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44279","44279002","LA GUAJIRA","FONSECA","CONEJO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44279","44279005","LA GUAJIRA","FONSECA","EL HATICO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44279","44279006","LA GUAJIRA","FONSECA","SITIONUEVO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44279","44279007","LA GUAJIRA","FONSECA","CARDONAL","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44279","44279008","LA GUAJIRA","FONSECA","BANGAÑITAS","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44279","44279011","LA GUAJIRA","FONSECA","EL CONFUSO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44279","44279013","LA GUAJIRA","FONSECA","LOS ALTOS","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44279","44279014","LA GUAJIRA","FONSECA","QUEBRACHAL","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44279","44279015","LA GUAJIRA","FONSECA","POTRERITO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44279","44279016","LA GUAJIRA","FONSECA","GUAMACHAL","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44279","44279018","LA GUAJIRA","FONSECA","CAÑABOBA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44279","44279019","LA GUAJIRA","FONSECA","PONDORES","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44279","44279020","LA GUAJIRA","FONSECA","SABANETA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44279","44279021","LA GUAJIRA","FONSECA","TRIGO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44378","44378000","LA GUAJIRA","HATONUEVO","HATONUEVO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44378","44378001","LA GUAJIRA","HATONUEVO","TABACO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44378","44378002","LA GUAJIRA","HATONUEVO","CERRO ALTO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44378","44378003","LA GUAJIRA","HATONUEVO","EL PARAOSO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44378","44378004","LA GUAJIRA","HATONUEVO","EL POZO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44378","44378005","LA GUAJIRA","HATONUEVO","GUAIMARITO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44378","44378006","LA GUAJIRA","HATONUEVO","GUAMACHITO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44378","44378007","LA GUAJIRA","HATONUEVO","LA CRUZ","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44378","44378008","LA GUAJIRA","HATONUEVO","LA GLORIA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44378","44378009","LA GUAJIRA","HATONUEVO","LA LOMITA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44420","44420000","LA GUAJIRA","LA JAGUA DEL PILAR","LA JAGUA DEL PILAR","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44420","44420001","LA GUAJIRA","LA JAGUA DEL PILAR","EL PLAN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44430","44430000","LA GUAJIRA","MAICAO","MAICAO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44430","44430002","LA GUAJIRA","MAICAO","CARRAIPÍA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44430","44430004","LA GUAJIRA","MAICAO","IPAPURE","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44430","44430005","LA GUAJIRA","MAICAO","LA PAZ","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44430","44430006","LA GUAJIRA","MAICAO","LA MAJAYURA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44430","44430007","LA GUAJIRA","MAICAO","PARAGUACHÓN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44430","44430010","LA GUAJIRA","MAICAO","MARAÑAMANA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44430","44430011","LA GUAJIRA","MAICAO","LA ARENA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44430","44430012","LA GUAJIRA","MAICAO","EL LIMONCITO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44430","44430013","LA GUAJIRA","MAICAO","YOTOJOROY","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44430","44430014","LA GUAJIRA","MAICAO","GARRAPATERO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44430","44430015","LA GUAJIRA","MAICAO","MAKU","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44430","44430016","LA GUAJIRA","MAICAO","SANTA CRUZ","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44430","44430017","LA GUAJIRA","MAICAO","SANTA ROSA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44560","44560000","LA GUAJIRA","MANAURE","MANAURE","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44560","44560001","LA GUAJIRA","MANAURE","ARÉMASAHIN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44560","44560002","LA GUAJIRA","MANAURE","MUSICHI","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44560","44560003","LA GUAJIRA","MANAURE","EL PÁJARO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44560","44560005","LA GUAJIRA","MANAURE","SANTA ROSA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44560","44560006","LA GUAJIRA","MANAURE","SHIRURE","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44560","44560007","LA GUAJIRA","MANAURE","MAYAPO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44560","44560008","LA GUAJIRA","MANAURE","MANZANA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44560","44560009","LA GUAJIRA","MANAURE","LA GLORIA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44560","44560010","LA GUAJIRA","MANAURE","LA PAZ","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"44","44650","44650000","LA GUAJIRA","SAN JUAN DEL CESAR","SAN JUAN DEL CESAR","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44650","44650001","LA GUAJIRA","SAN JUAN DEL CESAR","CAÑAVERALES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44650","44650002","LA GUAJIRA","SAN JUAN DEL CESAR","CARACOLÍ","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44650","44650003","LA GUAJIRA","SAN JUAN DEL CESAR","CORRAL DE PIEDRA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44650","44650004","LA GUAJIRA","SAN JUAN DEL CESAR","EL HATICO DE LOS INDIOS","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650005","LA GUAJIRA","SAN JUAN DEL CESAR","EL TABLAZO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650006","LA GUAJIRA","SAN JUAN DEL CESAR","EL TOTUMO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650007","LA GUAJIRA","SAN JUAN DEL CESAR","GUAYACANAL","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650008","LA GUAJIRA","SAN JUAN DEL CESAR","LA JUNTA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44650","44650009","LA GUAJIRA","SAN JUAN DEL CESAR","LA PEÑA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650010","LA GUAJIRA","SAN JUAN DEL CESAR","LA SIERRITA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650011","LA GUAJIRA","SAN JUAN DEL CESAR","LOS HATICOS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44650","44650012","LA GUAJIRA","SAN JUAN DEL CESAR","LOS PONDORES","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650013","LA GUAJIRA","SAN JUAN DEL CESAR","ZAMBRANO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650014","LA GUAJIRA","SAN JUAN DEL CESAR","CORRALEJAS","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650015","LA GUAJIRA","SAN JUAN DEL CESAR","LA PEÑA DE LOS INDIOS","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650016","LA GUAJIRA","SAN JUAN DEL CESAR","PONDORITOS","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650017","LA GUAJIRA","SAN JUAN DEL CESAR","VILLA DEL RÍO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44650","44650018","LA GUAJIRA","SAN JUAN DEL CESAR","LAGUNITA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650019","LA GUAJIRA","SAN JUAN DEL CESAR","LOS POZOS","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44650","44650020","LA GUAJIRA","SAN JUAN DEL CESAR","POTRERITO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44650","44650021","LA GUAJIRA","SAN JUAN DEL CESAR","CURAZAO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44650","44650022","LA GUAJIRA","SAN JUAN DEL CESAR","BOCA DEL MONTE","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44650","44650023","LA GUAJIRA","SAN JUAN DEL CESAR","LOS CARDONES","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44650","44650024","LA GUAJIRA","SAN JUAN DEL CESAR","EL PLACER","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44847","44847000","LA GUAJIRA","URIBIA","URIBIA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44847","44847002","LA GUAJIRA","URIBIA","BAHOA HONDA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44847","44847003","LA GUAJIRA","URIBIA","CABO DE LA VELA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847004","LA GUAJIRA","URIBIA","CARRIZAL","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44847","44847005","LA GUAJIRA","URIBIA","CASTILLETES","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44847","44847006","LA GUAJIRA","URIBIA","CASUSO","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44847","44847007","LA GUAJIRA","URIBIA","EL CARDÓN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847009","LA GUAJIRA","URIBIA","GUIMPESI","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847010","LA GUAJIRA","URIBIA","JARARA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44847","44847012","LA GUAJIRA","URIBIA","NAZARETH","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847013","LA GUAJIRA","URIBIA","PUERTO ESTRELLA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847014","LA GUAJIRA","URIBIA","PUERTO LÓPEZ","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847015","LA GUAJIRA","URIBIA","RANCHO GRANDE","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44847","44847017","LA GUAJIRA","URIBIA","TAPARAJON","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847018","LA GUAJIRA","URIBIA","TAROA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"44","44847","44847020","LA GUAJIRA","URIBIA","IRRAIPA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847021","LA GUAJIRA","URIBIA","GUARERPA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847023","LA GUAJIRA","URIBIA","PORCHINA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847024","LA GUAJIRA","URIBIA","TAGUAIRA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44847","44847025","LA GUAJIRA","URIBIA","JONJONCITO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"44","44855","44855000","LA GUAJIRA","URUMITA","URUMITA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"44","44855","44855003","LA GUAJIRA","URUMITA","SIERRA MONTAÑA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"44","44874","44874000","LA GUAJIRA","VILLANUEVA","VILLANUEVA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"47","47001","47001000","MAGDALENA","SANTA MARTA","SANTA MARTA","CABECERA MUNICIPAL (CM)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001001","MAGDALENA","SANTA MARTA","BONDA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001002","MAGDALENA","SANTA MARTA","CALABAZO","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001003","MAGDALENA","SANTA MARTA","DON DIEGO","CENTRO POBLADO (CP)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001006","MAGDALENA","SANTA MARTA","GUACHACA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001009","MAGDALENA","SANTA MARTA","MINCA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001010","MAGDALENA","SANTA MARTA","TAGANGA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001011","MAGDALENA","SANTA MARTA","BURITACA","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001013","MAGDALENA","SANTA MARTA","TIGRERA","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001022","MAGDALENA","SANTA MARTA","CABAÑAS DE BURITACA","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001023","MAGDALENA","SANTA MARTA","CAÑAVERAL (AGUA FRÍA)","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001024","MAGDALENA","SANTA MARTA","COLINAS DE CALABAZO","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001025","MAGDALENA","SANTA MARTA","CURVALITO","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001026","MAGDALENA","SANTA MARTA","GUACOCHE (LA LLANTA)","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001027","MAGDALENA","SANTA MARTA","MARKETALIA (PALOMINITO)","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
"47","47001","47001028","MAGDALENA","SANTA MARTA","PAZ DEL CARIBE","CASERÍO (CAS)","MUNICIPIO","","SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO.",NA
