"Código.Departamento","Código.Municipio","Código.Centro.Poblado","Nombre.Departamento","Nombre.Municipio","Nombre.Centro.Poblado","Tipo.Centro.Poblado","Tipo.de.Municipio","X.","Distrito","Area.Metropolitana"
"13","13442","13442006","BOLÍVAR","MARIA LA BAJA","RETIRO NUEVO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13442","13442007","BOLÍVAR","MARIA LA BAJA","SAN JOSÉ DEL PLAYÓN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13442","13442008","BOLÍVAR","MARIA LA BAJA","SAN PABLO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13442","13442009","BOLÍVAR","MARIA LA BAJA","EL MAJAGUA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442011","BOLÍVAR","MARIA LA BAJA","LOS BELLOS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13442","13442012","BOLÍVAR","MARIA LA BAJA","MATUYA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13442","13442014","BOLÍVAR","MARIA LA BAJA","COLÚ","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442017","BOLÍVAR","MARIA LA BAJA","ARROYO GRANDE","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442018","BOLÍVAR","MARIA LA BAJA","PALO ALTICO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442020","BOLÍVAR","MARIA LA BAJA","PUEBLO NUEVO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442021","BOLÍVAR","MARIA LA BAJA","NUEVA FLORIDA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13442","13442022","BOLÍVAR","MARIA LA BAJA","PRIMERO DE JULIO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442023","BOLÍVAR","MARIA LA BAJA","EL SENA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442024","BOLÍVAR","MARIA LA BAJA","LA CURVA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442025","BOLÍVAR","MARIA LA BAJA","LA PISTA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442026","BOLÍVAR","MARIA LA BAJA","MARQUEZ","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442027","BOLÍVAR","MARIA LA BAJA","MUNGUIA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13442","13442028","BOLÍVAR","MARIA LA BAJA","CACAO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442029","BOLÍVAR","MARIA LA BAJA","CAÑAS","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442030","BOLÍVAR","MARIA LA BAJA","CEDRITO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442031","BOLÍVAR","MARIA LA BAJA","EL GUAMO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442032","BOLÍVAR","MARIA LA BAJA","EL LIMON","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442033","BOLÍVAR","MARIA LA BAJA","FLORIDO VIEJO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442034","BOLÍVAR","MARIA LA BAJA","GUARISMO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442035","BOLÍVAR","MARIA LA BAJA","LA SUPREMA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442036","BOLÍVAR","MARIA LA BAJA","LOS OCHENTA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442037","BOLÍVAR","MARIA LA BAJA","MAJAGUAS","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442038","BOLÍVAR","MARIA LA BAJA","MUNDO NUEVO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442039","BOLÍVAR","MARIA LA BAJA","NUEVA JERUSALEN","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442040","BOLÍVAR","MARIA LA BAJA","NUEVO PORVENIR","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442041","BOLÍVAR","MARIA LA BAJA","PUERTO SANTANDER","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442042","BOLÍVAR","MARIA LA BAJA","SANTAFE DE ICOTEA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442043","BOLÍVAR","MARIA LA BAJA","SUCESION","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13442","13442044","BOLÍVAR","MARIA LA BAJA","TOMA RAZON","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13458","13458000","BOLÍVAR","MONTECRISTO","MONTECRISTO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13458","13458001","BOLÍVAR","MONTECRISTO","BETANIA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458002","BOLÍVAR","MONTECRISTO","EL DORADO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458003","BOLÍVAR","MONTECRISTO","PARAOSO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458004","BOLÍVAR","MONTECRISTO","PUEBLO LINDO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458005","BOLÍVAR","MONTECRISTO","PUEBLO NUEVO-REGENCIA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458006","BOLÍVAR","MONTECRISTO","PUERTO ESPAÑA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458007","BOLÍVAR","MONTECRISTO","PLATANAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458008","BOLÍVAR","MONTECRISTO","SAN AGUSTON","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458009","BOLÍVAR","MONTECRISTO","SAN MATEO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458011","BOLÍVAR","MONTECRISTO","TABURETERA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458012","BOLÍVAR","MONTECRISTO","VILLA URIBE","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13458","13458013","BOLÍVAR","MONTECRISTO","RANGEL","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13468","13468000","BOLÍVAR","MOMPOS","MOMPÓS","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13468","13468001","BOLÍVAR","MOMPOS","CALDERA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468002","BOLÍVAR","MOMPOS","CANDELARIA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468003","BOLÍVAR","MOMPOS","CARMEN DEL CICUCO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468008","BOLÍVAR","MOMPOS","GUAIMARAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468009","BOLÍVAR","MOMPOS","GUATACA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468010","BOLÍVAR","MOMPOS","LA JAGUA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468011","BOLÍVAR","MOMPOS","LA LOBATA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468013","BOLÍVAR","MOMPOS","LA RINCONADA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468014","BOLÍVAR","MOMPOS","LAS BOQUILLAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468015","BOLÍVAR","MOMPOS","LOMA DE SIMÓN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468016","BOLÍVAR","MOMPOS","LOS PIÑONES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468020","BOLÍVAR","MOMPOS","SAN IGNACIO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468022","BOLÍVAR","MOMPOS","SAN NICOLÁS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468023","BOLÍVAR","MOMPOS","SANTA CRUZ","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468024","BOLÍVAR","MOMPOS","SANTA ROSA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468025","BOLÍVAR","MOMPOS","SANTA TERESITA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468028","BOLÍVAR","MOMPOS","ANCÓN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468030","BOLÍVAR","MOMPOS","LA TRAVESÍA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468031","BOLÍVAR","MOMPOS","PUEBLONUEVO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468032","BOLÍVAR","MOMPOS","SAN MARTON","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468033","BOLÍVAR","MOMPOS","BOMBA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468035","BOLÍVAR","MOMPOS","EL GUAMO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13468","13468036","BOLÍVAR","MOMPOS","EL ROSARIO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468037","BOLÍVAR","MOMPOS","GUAIMARO","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13468","13468038","BOLÍVAR","MOMPOS","SANTA ELENA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468039","BOLÍVAR","MOMPOS","SAN LUIS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468040","BOLÍVAR","MOMPOS","VILLANUEVA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13468","13468041","BOLÍVAR","MOMPOS","EL CARMEN","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13473","13473000","BOLÍVAR","MORALES","MORALES","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13473","13473002","BOLÍVAR","MORALES","BODEGA CENTRAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473003","BOLÍVAR","MORALES","EL DIQUE","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473004","BOLÍVAR","MORALES","LAS PAILAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473012","BOLÍVAR","MORALES","BOCA DE LA HONDA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473013","BOLÍVAR","MORALES","MICOAHUMADO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473014","BOLÍVAR","MORALES","PAREDES DE ORORIA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473015","BOLÍVAR","MORALES","CORCOVADO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473016","BOLÍVAR","MORALES","LA ESMERADA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473017","BOLÍVAR","MORALES","LA PALMA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13473","13473018","BOLÍVAR","MORALES","MINA GALLO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13490","13490000","BOLÍVAR","NOROSI","NOROSÍ","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13490","13490001","BOLÍVAR","NOROSI","BUENA SEÑA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13490","13490002","BOLÍVAR","NOROSI","CASA DE BARRO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13490","13490003","BOLÍVAR","NOROSI","LAS NIEVES","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13490","13490004","BOLÍVAR","NOROSI","MINA BRISA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13490","13490005","BOLÍVAR","NOROSI","MINA ESTRELLA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13490","13490006","BOLÍVAR","NOROSI","OLIVARES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13490","13490007","BOLÍVAR","NOROSI","SANTA ELENA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549000","BOLÍVAR","PINILLOS","PINILLOS","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13549","13549001","BOLÍVAR","PINILLOS","ARMENIA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549004","BOLÍVAR","PINILLOS","LA RUFINA","INSPECCIÓN DE POLICÍA (IP)","MUNICIPIO","",NA,NA
"13","13549","13549005","BOLÍVAR","PINILLOS","LA UNIÓN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549006","BOLÍVAR","PINILLOS","LAS CONCHITAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549007","BOLÍVAR","PINILLOS","LAS FLORES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549009","BOLÍVAR","PINILLOS","MANTEQUERA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549010","BOLÍVAR","PINILLOS","PALENQUITO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549011","BOLÍVAR","PINILLOS","PALOMINO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549012","BOLÍVAR","PINILLOS","PUERTO LÓPEZ","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549014","BOLÍVAR","PINILLOS","SANTA COA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549015","BOLÍVAR","PINILLOS","SANTA ROSA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549018","BOLÍVAR","PINILLOS","RUFINA NUEVA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549021","BOLÍVAR","PINILLOS","BUENOS AIRES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549022","BOLÍVAR","PINILLOS","EL LIBANO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549023","BOLÍVAR","PINILLOS","LA UNION (TIQUISIO)","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549024","BOLÍVAR","PINILLOS","LA VICTORIA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549025","BOLÍVAR","PINILLOS","LOS LIMONES","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549026","BOLÍVAR","PINILLOS","MONTECELIO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549027","BOLÍVAR","PINILLOS","NICARAGUA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549028","BOLÍVAR","PINILLOS","PUERTO BELLO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549029","BOLÍVAR","PINILLOS","RUFINA PUERTO NUEVO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549030","BOLÍVAR","PINILLOS","SAN FRANCISCO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549031","BOLÍVAR","PINILLOS","SANTA ELENA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549032","BOLÍVAR","PINILLOS","TAPOA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13549","13549033","BOLÍVAR","PINILLOS","VIDA TRANQUILA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13580","13580000","BOLÍVAR","REGIDOR","REGIDOR","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13580","13580001","BOLÍVAR","REGIDOR","PIÑAL","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13580","13580004","BOLÍVAR","REGIDOR","SAN ANTONIO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13580","13580005","BOLÍVAR","REGIDOR","SAN CAYETANO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13580","13580007","BOLÍVAR","REGIDOR","SANTA TERESA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13600","13600000","BOLÍVAR","RIO VIEJO","RÍO VIEJO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13600","13600007","BOLÍVAR","RIO VIEJO","CAIMITAL","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13600","13600009","BOLÍVAR","RIO VIEJO","COBADILLO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13600","13600010","BOLÍVAR","RIO VIEJO","HATILLO","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13600","13600011","BOLÍVAR","RIO VIEJO","MACEDONIA","CENTRO POBLADO (CP)","MUNICIPIO","",NA,NA
"13","13620","13620000","BOLÍVAR","SAN CRISTOBAL","SAN CRISTÓBAL","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13620","13620001","BOLÍVAR","SAN CRISTOBAL","HIGUERETAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13620","13620002","BOLÍVAR","SAN CRISTOBAL","LAS CRUCES","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13647","13647000","BOLÍVAR","SAN ESTANISLAO","SAN ESTANISLAO DE KOSTKA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13647","13647001","BOLÍVAR","SAN ESTANISLAO","BAYANO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13647","13647002","BOLÍVAR","SAN ESTANISLAO","LAS PIEDRAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650000","BOLÍVAR","SAN FERNANDO","SAN FERNANDO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13650","13650001","BOLÍVAR","SAN FERNANDO","GUASIMAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650002","BOLÍVAR","SAN FERNANDO","MENCHIQUEJO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650004","BOLÍVAR","SAN FERNANDO","PUNTA DE HORNOS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650005","BOLÍVAR","SAN FERNANDO","SANTA ROSA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650006","BOLÍVAR","SAN FERNANDO","EL PALMAR","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650008","BOLÍVAR","SAN FERNANDO","EL PORVENIR","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650009","BOLÍVAR","SAN FERNANDO","CUATRO BOCAS","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13650","13650010","BOLÍVAR","SAN FERNANDO","EL CONTADERO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650011","BOLÍVAR","SAN FERNANDO","EL GATO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650012","BOLÍVAR","SAN FERNANDO","EL JOLON","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650013","BOLÍVAR","SAN FERNANDO","LA GUADUA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650014","BOLÍVAR","SAN FERNANDO","LAS CUEVAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13650","13650015","BOLÍVAR","SAN FERNANDO","PAMPANILLO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13654","13654000","BOLÍVAR","SAN JACINTO","SAN JACINTO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13654","13654001","BOLÍVAR","SAN JACINTO","ARENAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13654","13654002","BOLÍVAR","SAN JACINTO","BAJO GRANDE","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13654","13654003","BOLÍVAR","SAN JACINTO","LAS PALMAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13654","13654005","BOLÍVAR","SAN JACINTO","SAN CRISTÓBAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13654","13654006","BOLÍVAR","SAN JACINTO","LAS CHARQUITAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13654","13654007","BOLÍVAR","SAN JACINTO","PARAÍSO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13654","13654008","BOLÍVAR","SAN JACINTO","LAS MERCEDES","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13654","13654009","BOLÍVAR","SAN JACINTO","VILLA ALEGRÍA","CASERÍO (CAS)","MUNICIPIO","",NA,NA
"13","13655","13655000","BOLÍVAR","SAN JACINTO DEL CAUCA","SAN JACINTO DEL CAUCA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13655","13655001","BOLÍVAR","SAN JACINTO DEL CAUCA","TENCHE","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13655","13655002","BOLÍVAR","SAN JACINTO DEL CAUCA","BERMUDEZ","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13655","13655003","BOLÍVAR","SAN JACINTO DEL CAUCA","CAIMITAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13655","13655004","BOLÍVAR","SAN JACINTO DEL CAUCA","LA RAYA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13655","13655005","BOLÍVAR","SAN JACINTO DEL CAUCA","GALINDO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13655","13655006","BOLÍVAR","SAN JACINTO DEL CAUCA","MÉJICO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13655","13655007","BOLÍVAR","SAN JACINTO DEL CAUCA","ASTILLEROS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13657","13657000","BOLÍVAR","SAN JUAN NEPOMUCENO","SAN JUAN NEPOMUCENO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13657","13657001","BOLÍVAR","SAN JUAN NEPOMUCENO","CORRALITO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13657","13657002","BOLÍVAR","SAN JUAN NEPOMUCENO","LA HAYA","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13657","13657003","BOLÍVAR","SAN JUAN NEPOMUCENO","SAN JOSÉ DEL PEÑÓN (LAS PORQUERAS)","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13657","13657004","BOLÍVAR","SAN JUAN NEPOMUCENO","SAN AGUSTÍN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13657","13657005","BOLÍVAR","SAN JUAN NEPOMUCENO","SAN CAYETANO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13657","13657006","BOLÍVAR","SAN JUAN NEPOMUCENO","SAN PEDRO CONSOLADO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13667","13667000","BOLÍVAR","SAN MARTIN DE LOBA","SAN MARTÍN DE LOBA","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13667","13667002","BOLÍVAR","SAN MARTIN DE LOBA","CHIMI","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13667","13667009","BOLÍVAR","SAN MARTIN DE LOBA","PAPAYAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13667","13667010","BOLÍVAR","SAN MARTIN DE LOBA","LAS PLAYITAS","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13667","13667014","BOLÍVAR","SAN MARTIN DE LOBA","PUEBLO NUEVO CERRO DE JULIO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13667","13667015","BOLÍVAR","SAN MARTIN DE LOBA","EL JOBO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13667","13667016","BOLÍVAR","SAN MARTIN DE LOBA","EL VARAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13670","13670000","BOLÍVAR","SAN PABLO","SAN PABLO","CABECERA MUNICIPAL (CM)","MUNICIPIO","",NA,NA
"13","13670","13670002","BOLÍVAR","SAN PABLO","CANALETAL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13670","13670003","BOLÍVAR","SAN PABLO","SANTO DOMINGO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13670","13670004","BOLÍVAR","SAN PABLO","EL CARMEN","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13670","13670007","BOLÍVAR","SAN PABLO","POZO AZUL","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
"13","13670","13670008","BOLÍVAR","SAN PABLO","SAN JUAN ALTO","CORREGIMIENTO MUNICIPAL (C)","MUNICIPIO","",NA,NA
